Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
"Bahamas, The",BHS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,13.1844467050677,13.0951116640369,13.304379811041,13.2610021621168,14.375513449739,14.3957928584084,14.496935074022,14.8873127759056,15.1476933033746,16.3094589924394,18.180161679296,17.6588137423226
Bahrain,BHR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,26.4964788732394,24.7508209944115,26.0579937304075,26.1494399836342,25.2507869852495,23.3836511495704,22.2333619070462,22.7411710827642,23.943056212636,24.073108016594,19.9022611750668,20.8411474056075,23.0886666372329,20.866287871538,19.3691419696623,17.3135946418409,16.2896851061383,16.0054244059101,16.2177818188965,19.7624980144398,19.4675528718405
Bangladesh,BGD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,7.85279247057531,7.88712372772849,7.83605027787651,7.60497659759871,8.1426283401405,8.33493730155715,8.66279314084748,9.42878117115452,9.87158360325856,9.26625106718959
Barbados,BRB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,26.44573834547,25.2819089975552,27.5416078993578,26.3600357318469,30.0802589390308,32.174320781188,32.986560905616,34.9949951883039
Belarus,BLR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,334.098737083812,387.452677122769,540.677140421386,196.104691679968,43.8082874666605,52.0386865666663,49.5843170993874,116.613637525633,27.0587694502267,25.3401651010532,26.8710548994946,24.6783838275634,28.2128169988623,29.2698762597066,30.250762674224,32.4134847792902,34.6577822535411,33.9503611411595,32.8486134535099,31.3075414420466
Belgium,BEL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,46.9393669107817,46.4746049448057,46.3755082383233,45.6581212467197,45.1504541771504,43.4608518339571,42.3270286807476,42.8650277664906,41.085234399142,42.2735876760651,40.5792220574401,43.3827745512567,40.3568520366617,40.1031872891362,41.7536278546938,44.0168185767,43.2692871287671
Belize,BLZ,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,16.6238954121777,16.951086721274,18.2124428666228,19.7344595707931,21.1012497424095,18.6474707985482,18.7040115450375,19.3136525280242,19.2235778490751,19.8743101761509,17.8692973190015,19.388420580079,18.8855450771987,21.4077198784457,25.4287609393386,24.6235818026797,25.4932451350874,23.7212777531883,23.1395718318346,24.9910787801777,24.6654261745314
Benin,BEN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,10.4864355881305,10.8025833724753,12.0207507269363,11.3018504563343,12.0903117846712,12.4862818671576,12.0650360889549,13.1219357075546,13.2078814771127,13.296202137999
Bermuda,BMU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,21.2848432865551,20.8035733254469,19.5674552484453,23.0534749296771,23.3206531181335,26.6218321530723,23.2606243104467,20.1306861568834,20.9899374255413,18.0927595598282,19.1859745433812,20.1846473963324,18.4903344276281,18.5450729352952,16.9858870481841,19.7556697383668,19.2979598899846,18.3841057256623,22.5641896828876,23.2878097384884,21.704169827717
